Title,Year Released,Media Type,Movie Duration,Audience Rating,Audience Vote Count,Metacritic Score,Plot Description
1104. Humraaz,2002,MOVIE,2h 53m,6.4,3.9K,NA,"Karan decides to cheat Raj, a businessman, by getting his lover Priya married to Raj so that they can claim his wealth. However, when Priya falls in love with Raj and leaves Karan, he seeks revenge."
1105. Tubelight,2017,MOVIE,2h 16m,3.9,22K,NA,"A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world."
1106. Waqt,1965,MOVIE,2h 58m,7.6,1.5K,NA,"Members of a family are separated in a natural disaster. Several years down the line, they aren't united but their lives are strangely interconnected."
1107. The Hunt for Veerappan,2023,TV SERIES,NA,7.9,2.9K,NA,A poacher who conquered the jungles of South India and became the subject of the biggest manhunt of India.
1108. Girls Hostel,2023–,TV SERIES,NA,NA,NA,NA,NA
1109. Bravehearts,2022–,TV SERIES,NA,8.7,197,NA,"Bravehearts is India's first Army anthology series dedicated to the humans behind the heroes in our Army. The series explores 5 unique stories of hope, courage, sacrifice, and pride for our nation."
1110. Baazi,1995,MOVIE,3h 3m,6.4,2.6K,NA,A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.
1111. Dagadi Chaawl,2015,MOVIE,2h,6.2,311,NA,A simple man Surya is living a peaceful middle class life but an incident forces him to join hands with criminal forces.
1112. Angoori,2023–,TV SERIES,NA,NA,NA,NA,"Angoori, a blind but innocent girl, stumbles upon the love of her life, Ajay who is also a blind. Together they attempt to see the love that life has snatched from them."
1113. Mahakaali - Anth Hi Aarambh Hai,2017–2019,TV SERIES,NA,7.7,319,NA,"The story of Parvati Devi and her most dangerous avatar, Mahakali."
1114. Iss Pyaar Ko Kya Naam Doon? Ek Baar Phir,2013–2015,TV SERIES,NA,5.8,276,NA,Destiny brings free-spirited Astha and chauvinistic Shlok together. Soon Astha learns that not all is as rosy as it seems in Shlok's perfect family.
1115. Salaam Namaste,2005,MOVIE,2h 38m,6.2,8.2K,NA,A quirky take on life and relationships that looks at a fairy tale with a bit of a squint and an endearing look at what being in love really means.
1116. Bala,2019,MOVIE,2h 13m,7.3,16K,NA,It tells the story of a man who is balding prematurely and how he copes up with the situation.
1117. Angrezi Medium,2020,MOVIE,2h 25m,7.2,18K,NA,"When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true."
1118. Bheed,2023,MOVIE,2h 4m,6.6,12K,NA,The toughest times people had to face just to reach their homes.
1119. Hum Do Hamare Do,2021,MOVIE,2h 8m,6.0,7.8K,NA,Hum do Hamare do's story is about a couple who 'adopt' their parents.
1120. Masoom,2022–,TV SERIES,NA,5.9,435,NA,"In the pursuit of justice for her deceased mother, a fierce Sana Kapoor fights her father and uncovers secrets that can impair her relationship with her family."
1121. Prem Rog,1982,MOVIE,3h 3m,7.1,1.1K,NA,"Manorama, the daughter of a rich, orthodox family is married off, leaving her childhood friend Deodhar and his secret love for her, in despair. When tragedy befalls her, and traditions seem unfair, Deodhar must fight for what's right."
1122. Julie 2,2017,MOVIE,2h 39m,2.2,357,NA,"A simple girl rises to be a big star, but the story of her success is not without its dark side."
1123. Six,2021–,TV SERIES,NA,5.1,784,NA,"One murder. Six women. All probable killers. Battling hidden motives and pure emotions, can investigator Ruhana Dhullap solve the complicated murder mystery of business tycoon Kashish Sura?"
1124. Diary of Lust - Balloons,2020,TV SERIES,NA,7.7,8,NA,NA
1125. Patiala House,2011,MOVIE,2h 20m,5.6,9.6K,NA,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
1126. Zeher,2005,MOVIE,2h 12m,5.6,2.3K,NA,"Siddharth and Sonia are happily married to each other until Anna walks into Siddharth's life. Things takes a worst turn, when Anna gets killed and Siddharth finds himself in deep trouble."
1127. Karm Yuddh,2022–,TV SERIES,NA,8.1,15K,NA,"A deadly fire accident at the Roy Group of Industries brings Bhisham Roy under the scanner, inciting a power grab where it's blood versus blood."
1128. Love,1991,MOVIE,2h 32m,6.0,1.7K,NA,"Prithvi and Maggie fall in love and decide to get married, but Maggie's mother objects looking at Prithvi's past."
1129. Koi Jaane Na,2021,MOVIE,2h 21m,3.6,1.2K,NA,A heartbroken writer struggling with writer's block goes to a quiet hill station where he finds love again but uncovers a copycat serial killer who has mysteriously come alive and is killing everyone around him.
1130. Bribe,2018,TV SERIES,NA,6.5,22,NA,Padma is a widow. She is forced by her brother to bribe her body so that her widow pension can get sanctioned. She sleeps with many men with power and money.
1131. Zindagi Jhand Hai,2020–,TV SERIES,NA,7.1,13,NA,"This story of a married couple, and their sex life. The husband had an unhealthy obsession with watching his wife sleep with other men and then get aroused. With all the abuse the wife still hangs on to her destroyed life until her husband leaves her beaten and humiliated she finds solace in the Gardner and the two fall in love and incite the murder of her husband. Find out what consequences she faces in the course of this action."
1132. Siyapa,2022–,TV SERIES,NA,NA,NA,NA,NA
1133. Cirkus,2022,MOVIE,2h 19m,4.4,24K,NA,"Two sets of identical twins are accidentally separated at birth. Several years later, when they are coincidentally in the same town, there is a lot of confusion and misunderstanding when people mistake them for each other."
1134. Befikre,2016,MOVIE,2h 10m,4.1,8.3K,NA,"It is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love."
1135. Shaktimaan,1997–2005,TV SERIES,NA,8.2,5.5K,NA,"When darkness get strengthened to destroy the world, Suryanshis chose Shaktimaan in order to fight against the forces of evil."
1136. Dulha Mil Gaya,2010,MOVIE,2h 32m,4.3,2.8K,NA,A man marries so he can inherit his father's wealth.
1137. Laaga Chunari Mein Daag: Journey of a Woman,2007,MOVIE,2h 2m,5.4,2.7K,NA,A small town girl lands in big bad Mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams.
1138. Bootcut Balaraju,2024,MOVIE,2h 24m,3.9,1.7K,NA,"The carefree Balaraju must transform his roguish ways to earn the love of Mahalakshmi in the town of Sri Rangapuram, despite matriarch Indravathi Patel's disapproval. Can Balaraju's victory overturn societal norms and allow their marriage?"
1139. Waqt,2020–,TV SERIES,NA,NA,NA,NA,NA
1140. Hamari Sapna Bhabhi,2022–,TV SERIES,NA,NA,NA,NA,NA
1141. Joker,2012,MOVIE,1h 44m,2.4,5.9K,NA,"A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur, he comes up with a novel idea."
1142. Silsila,1981,MOVIE,3h 2m,7.2,3.2K,NA,"SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?"
1143. Mera Naam Joker,1970,MOVIE,3h 44m,7.9,5.4K,NA,"Raju is a joker, a clown. It is what he is and what he always shall be. As his life story unfolds in three chapters, from his school days to the circus to the streets, he must always make people laugh and be happy, no matter how unhappy he is within. Along the way, Raju loves and loses, but must always keep a smile on his face because, in the words of his circus manager, ""The show must go on."" Over six years in the making, ""Mera Naam Joker"" is Raj Kapoor's semi-autobiographical story of the life, love, and philosophy of an entertainer."
1144. Life in a Metro,2007,MOVIE,2h 12m,7.4,13K,NA,"Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO."
1145. Dhadak 2,2024,MOVIE,NA,NA,NA,NA,NA
1146. Hamraaz,1967,MOVIE,2h 50m,7.2,513,NA,A stage actor becomes entangled in a murder mystery after he marries a woman with a secret past.
1147. Channa Mereya,2022,TV SERIES,NA,8.9,48,NA,"Adityaraj Singh, an NRI aspires to be a sought-after hotelier but is weighed down by his family. Things take an interesting turn when he meets Ginni Garewal, a countryside chef.."
1148. 36 China Town,2006,MOVIE,2h 20m,5.8,5.3K,NA,"A wealthy casino owner is murdered in her mansion at 36 China Town and the investigating detective uncovers multiple suspects, all with independent motives to commit the crime."
1149. Teri Meri Doriyaann,2023–,TV SERIES,NA,4.5,270,NA,"It's hate at first sight for Sahiba and Angad. But destined to be together, their lives get intertwined by a marriage alliance, and a love-hate story ensues."
1150. Ae Watan Mere Watan,2024,MOVIE,2h 13m,4.7,1.3K,NA,"In the midst of India's struggle for freedom in 1942, a brave young girl starts an underground radio station to spread the message of unity, setting off a thrilling chase with the British authorities during the Quit India movement."
1151. Dobaaraa,2022,MOVIE,2h 12m,4.8,21K,NA,"A woman gets an opportunity to save the life of a 12-year old boy who witnessed a death during a thunderstorm which happened 25 years ago, by getting connected through the television set during a similar storm in the present."
1152. Suraj Pe Mangal Bhari,2020,MOVIE,2h 21m,5.9,3.8K,NA,"In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person."
1153. Chhupi Nazar,2022–,TV SERIES,NA,8.4,16,NA,Jab Business ki baat aae aur Competition me koi apna hi khada ho jaae toh Game kis Tarah se badalta he uuspe sabki Nazar rahegi
1154. Arjun Pandit,1999,MOVIE,2h 30m,5.4,1.1K,NA,An unexpected betrayal transforms a meek college professor into a cold-blooded gangster who wants to marry a woman against her wishes.
1155. Looop Lapeta,2022,MOVIE,2h 11m,5.2,5.1K,NA,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day if only she can break out of a curious cycle of dead ends."
1156. Fiza,2000,MOVIE,2h 50m,6.0,4.5K,NA,In 1993 Fiza's brother Aman disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.
1157. Mere Pyare Jijaji,2020–,TV SERIES,NA,NA,NA,NA,NA
1158. Yalgaar,1992,MOVIE,3h 12m,5.5,526,NA,"Childhood friends became enemies when one Mahendra Ashwini Kumar grows up to be Additional Police Commissioner and the other Raj Pratap Singhal becomes a smuggler. Mahendra have two sons who are also police officers namely Rajesh and Brajesh while on the other hand Singhal is also christened with two sons Vishal who helps develop his dad's business and Vicky who takes up employment in a garage. When Brajesh is killed by one of Mahendra's henchman; Rajesh swears to avenge the death of his brother even if having to take the law into his own hands. After Brajesh's death he leaves behind his widowed wife, Kaushalya and a young daughter, Meghna. On a chance encounter with both Meghna and Vicky both fall in love and the Kumars approve of Vicky as there future son in law unaware of his family background. And then Mahendra is given the post as police Commissioner; unable to bear this Singhal sets up another of his henchman to have Mahendra killed. To escape from the police and public officials Singhal and his family migrates to Dubai further escalating the blood shed between both the families that might continue for years."
1159. Shaitani Rasmein,2024–,TV SERIES,NA,9.1,26,NA,"In Bhurangarh, people worship the satanic force Malik. Soon, a city-based Nikki arrives to marry her prince charming and ends up challenging the evil entity."
1160. Bahu Hamari Rajni Kant,2016–2017,TV SERIES,NA,9.1,1.2K,NA,"Shaan, a scientist, creates a robot, Rajni, to function as a one-stop-solution to help humans with everything, but he ends up marrying her."
1161. Feels Like Ishq,2021–,TV SERIES,NA,6.5,1.7K,NA,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.
1162. Lingaa,2014,MOVIE,2h 54m,5.6,6.3K,NA,A small-time thief reforms after learning about the role played by his grandfather in building a dam.
1163. Bodyguard,2011,MOVIE,2h 10m,4.7,28K,41,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.
1164. 1920,2008,MOVIE,2h 23m,6.4,4.1K,NA,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed."
1165. Sukhee,2023,MOVIE,2h 19m,6.0,8.2K,NA,"Much to the dismay of her husband, a middle-class housewife, known for her rebellious attitude in high school, decides to attend her class reunion."
1166. Luck by Chance,2009,MOVIE,2h 36m,7.1,11K,58,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
1167. Garbage,2018,MOVIE,1h 45m,3.7,1.2K,NA,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
1168. Damaged,2018–2019,TV SERIES,NA,5.5,265,NA,"A psychological crime drama, the show follows seductress - Lovina, a remorseless serial killer, and a ruthless, angry and trigger-happy cop."
1169. Pulimada,2023,MOVIE,1h 50m,5.2,660,NA,"After being left at the altar, an embittered police officer preys on a stranded tourist - while a deadly tiger in the area adds another layer of menace."
1170. Kitty Party,2023–,TV SERIES,NA,6.7,6,NA,"When four women come together and join in a Kitty Party together, they start discussing their unusual sexual experiences that they've had."
1171. Sarkar Raj,2008,MOVIE,2h 5m,6.7,7.9K,NA,An even more powerful gang emerges to wipe out Sarkar from the playground. A power plant proposal becomes a cause for greater political turmoil around him. What happens to the Family?
1172. Missing,2018,MOVIE,2h,5.8,2.5K,NA,"Sushant Dubey checks in at a beach resort of Mauritius late night with his lovely wife Aparna and three-year-old daughter, Titli, who has high fever. As Aparna wakes up the next morning, she is horrified to find Titli missing. The distressed couple goes from pillar to post in a vastly spread resort to search for her, but Titli seems to have disappeared. The police is informed and the most reputed police officer Ramkhilawan Buddu of the Mauritian police force enters the scene. Different people, different viewpoints, different versions about the child going missing turns into a cat and mouse game."
1173. Henna,1991,MOVIE,3h 4m,6.2,782,NA,"Orphan Chander Prakash is employed as a menial laborer in a timber mart; he meets with wealthy Chandni only to fall in love with her and the marriage is arranged with the blessings of Chandni's parents. Unfortunately on the day of the marriage Chander meets with a vehicle accident and is believe to be dead but in reality he is rescued from drowning by a gypsy, Henna Khan who reside in Jhelum, Pakistan with her widowed father, Khan Baba; three brothers Ashraf, Razzak and Zaman along with Razzak's wife Najma. Chander is nurse by Henna and the village doctor, Bibi Gul until his health improve and he is able to use his legs to move around. Unfortunately Chander suffers from memory loss and is able to retain only the word, 'Chand' short for Chandni so much that Henna and her loved ones starts to call him Chand. Meanwhile Henna starts to fall in love with Chand and their marriage are arranged only to invite the wrath of police officer Shahbaaz Khan who himself has already marry twice and now wants to marry Henna as the Shariat law state that an individual can marry four times. Ironically on the day of Chand and Henna wedding he manages to regain his memory and confesses his Hindu identity to the community thus Khan Baba decides to make all arrangements to send him back to Hindustan. Before Chand can cross the Pakistan border he is apprehend by Shahbaaz Khan only to prove to be a traitor send down by the Indian Government to spy on the Pakistanis."
1174. Don,1978,MOVIE,2h 46m,7.7,13K,NA,"Don, a wanted criminal, dies in a police chase. DSP D'Silva is the only one who knows about his death, and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang."
1175. Dabangg 3,2019,MOVIE,2h 40m,3.0,20K,NA,"Chulbul Pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds."
1176. 14 Phere,2021,MOVIE,1h 51m,6.3,5.3K,NA,"Sanjay, a Rajput from Jahanabad, is in love with Aditi, a Jat from Jaipur. They want to get married, but don't want to hurt their families. So they plan to get married by arranging a fake set of parents. Will they succeed?"
1177. Gangaa Jamunaa Saraswathi,1988,MOVIE,3h 7m,4.7,722,NA,"Gangaa Jamunaa and Saraswathi the most pious rivers, create a unique holy merger, popularly known as ""Sangam"". Likewise the characters of our story Gangaa Jamunaa and Saraswathi desire to meet and merge in love of each other. Gangaa Jamunaa begin to love each other and pledge to become one, Saraswati silently loves Gangaa, and dedicates her life to him. However there are many, who would like to separate the happy lovers. There is Hansraj, who does it, and with the result Jamuna separates from Gangaa. Jamuna reaches Shanker's home, Shanker who already loved her becomes extremely happy finding Jamuna in his home. In the meantime Saraswati was about to come closer to Ganga. When Hansraj, who had earlier swindled the property of Ganga's father by illegal means wanted to get rid of the rightful owner Ganga, he got Ganga shot. Ganga was badly wounded and there was no hope of his survival."
1178. Political War,2024,MOVIE,2h 5m,8.5,276,NA,"Set against the backdrop of an election, corrupt politicians stir up religious conflicts."
1179. The X Factor India,2011–,TV SERIES,NA,5.5,19,NA,"A Indian music competition to find new singing talent, contested by aspiring singers drawn from public auditions."
1180. 1971,2007,MOVIE,2h 16m,8.2,2.8K,NA,"Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home."
1181. Online,2021–,TV SERIES,NA,NA,NA,NA,"Growing up with a father who own a lingerie shop, Chetan's future always remained in shambles. But Chetan has a plan to expand his father's declining business by gaining exposure from Chinese lingerie market. Will Chetan be able to convince his stern father to send him all the way to China?"
1182. Puncch Beat,2018–,TV SERIES,NA,6.3,4.7K,NA,"Things change when there is a murder of a student in the school and everyone becomes a suspect. And during the investigation, so many secrets will be revealed that might break or make friends and relationships."
1183. Aurat,2019–,TV SERIES,NA,NA,NA,NA,Aurat is story of indian housewife from indian village taking revenge from her husband.
1184. Khiladi 786,2012,MOVIE,2h 21m,4.3,7.9K,NA,"A father who runs a marriage bureau believes that his son is a failure in life. In order to prove him wrong, his son takes on the task of finding a match for a gangster's sister."
1185. Family Aaj Kal,2024–,TV SERIES,NA,6.5,207,NA,"The Kashyaps' like to believe that they are an open-minded lot that respects everybody's work, but their own daughter's choices make them question- is no work really too small?"
1186. Dil Ka Rishta,2003,MOVIE,2h 30m,4.9,1.9K,NA,"A man faces a dilemma after he accidentally kills his lover's fiancee and hides this secret from her, not knowing that it may create a rift in their lives."
1187. Tooth Pari: When Love Bites,2023–,TV SERIES,NA,6.9,3.2K,NA,A rebellious vampire with a broken tooth falls for a shy dentist on the streets of Kolkata but will human and mystical forces keep them apart?
1188. Satyameva Jayate,2018,MOVIE,2h 20m,5.7,7.9K,NA,An honest cop attempts to hunt down a vigilante who kills corrupt cops by setting them on fire.
1189. Goliyon Ki Raasleela Ram Leela,2013,MOVIE,2h 30m,6.4,22K,NA,"Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards."
1190. Kumkum Bhagya,2014–2024,TV SERIES,NA,3.1,1.8K,NA,Kumkum Bhagya is a love story of Pragya and Abhi who are destined to be together against all odds.
1191. City of Dreams,2019–,TV SERIES,NA,7.7,3.9K,NA,"Following the death of Ashish, the promised heir to the Gaikwad political legacy, it is Ameya Rao Gaikwad's rebel daughter Poornima who's at the helm of affairs as the interim chief minister of Maharashtra."
1192. Hello Myself Lilly,2020–,TV SERIES,NA,6.5,7,NA,"Lilly has her own beauty products and is looking forward to her brand being recognized in the market as it promises to make you fair. She reaches out to people by calling them but isn't successful in selling any, she even tries to get someone to try and buy. She gets very depressed but her cheerful Fiancée encourages her teaching her that it's all about how she speaks to them and then soon Lily discovers that she has to use a seductive voice and get people to buy her products. The couple experimented on it while making Love to each other and got her first Sale."
1193. What the Folks,2017–2022,TV SERIES,NA,8.3,2.9K,NA,"'What The Folks' is a journey of how modern families are breaking stereotypes, overcoming generation gaps, and growing to love one another, despite having starkly different world views."
1194. Devil Girl,2020–2021,TV SERIES,NA,NA,NA,NA,"Rekha Mona Sarkar debut as a director in series DEVIL GIRL, her first project is Indian adaptation of famous Japanese Comedy- The Succulent succubus .DEVIL GIRL ,Episode 1, A fun-filled parody of the film Bedazzled. Suhana Khan , shakexpearking, Ayesha Pathan, Sana Sundi."
1195. Berlin,2023,MOVIE,2h 4m,8.4,43,NA,"New Delhi, 1993, a deaf-mute young man is accused and arrested by the Bureau for being a spy. A sign language expert is brought as an interpreter. As the mystery unfolds, the line between guilt and innocence blurs."
1196. Ek Mahanayak - Dr B R Ambedkar,2019–,TV SERIES,NA,7.4,954,NA,"Ek Mahanayak is the story of Dr. Bhimrao Ambedkar, the founding father of the Constitution of India. For the first time, the story of Babasaheb will be shown on television through serial. The show will include inspiring parts of Babasaheb's life. The story of this show will begin from the childhood of Babasaheb. In which Bhimrao Ambedkar's role will be seen playing child artist Aayudh Bhanushali. Later Prasad Jawade will be seen in the role of young Baba Saheb."
1197. The Power,2021,MOVIE,2h 33m,5.4,2.2K,NA,"It is a hair-raising journey into the world of two lovers as both their families are ripped apart for the sake of revenge and power, and an entertaining look at how they rise out of that pit of blood lust and despair, together."
1198. No Problem,2010,MOVIE,2h 19m,4.5,3K,NA,"Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer."
1199. Jersey,2022,MOVIE,2h 50m,7.3,15K,NA,A cricketer who quits cricket decides to revive his career at the age of 36 for his sons dream and prove his ability.
1200. Laxmii,2020,MOVIE,2h 21m,2.5,59K,NA,"Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge."
1201. Ssshhhh... Koi Hai,2001–2004,TV SERIES,NA,7.5,880,NA,A non hosted horror anthology series.
1202. Bellbottom,2021,MOVIE,2h 3m,6.1,24K,NA,"When an Indian commercial airliner is hijacked by terrorists in the mid 1980s, a government agent is tasked with rescuing the 210 hostages."
1203. Fear Factor: Khatron Ke Khiladi,2008–,TV SERIES,NA,5.9,482,NA,Indian version of Fear Factor.
1204. Satyavati,2016,MOVIE,2h,7.0,252,NA,"""When you are shunned and looked down upon for non-conformance, there is nowhere to go. When your protector has become the threat, there is nowhere to go.When the crime gets legitimized in the garb of tradition, there is nowhere to go"" Satyavati- and we call this love is a story that takes place in today's times where tenderness & innocence come under attack and all that remain is a scar. And nowhere to go."
1205. Zindagi inShort,2020,TV SERIES,NA,7.1,780,NA,"An anthology of 7 heart-warming stories, Zindagi inShort glimpses into various moments of ordinary lives. The circumstances that we live in, we ignore our loved ones, we madly focus on our careers, we stop thinking about them."
1206. Faasla,2020,TV SERIES,NA,NA,NA,NA,"Gunjan, a vivacious housewife, loves to spontaneously seduce her husband, Sameer. After Sameer's injury, Gunjan's attraction to the neighbor, Yogi, leads to an affair."
1207. Geraftaar,1985,MOVIE,2h 47m,5.9,526,NA,"Kishan Kumar Khanna is a well-rate film actor who falls head over heels in love with young, beautiful and attractive Anuradha Saxena much to the dislikeness of her gangster brother who wastes no time in entrapping Kishan in a web of lies and deceits and gets him imprisoned for life. While in jail, Kishan reaches up with his long lost elder brother Karan who has been sentenced for life charged with murdering the Police Commissioner son, Vijay Sinha. Together they both plotted a scheme which will only benefit them in granting revenge from there perpetrators."
1208. Sabak Ishq Ka,2023–,TV SERIES,NA,NA,NA,NA,"Shikha, who teaches in an average coaching class, starts getting perplexed as a new student, Mayank starts having feelings for her. The problem arises when even Shikha starts reciprocating the same feelings for Mayank."
1209. Badmaash Company,2010,MOVIE,2h 22m,6.1,7.9K,NA,Four youngsters grow rich together with a big idea in 90's middle-class Bombay. All is hunky dory till they are forced to shut shop until a plan comes up.
1210. Lal Salaam,2024,MOVIE,2h 30m,4.7,1.1K,NA,"A reckless townsman tries to mend his thug ways ends up resurrecting himself and proves to be worthy of the world, in the eyes of the same people who chased him away."
1211. Shemale,2019–,TV SERIES,NA,6.5,14,NA,A man who longs to feel like a woman becomes one and his fiancee looks for a way to make him a man again.
1212. Love on Rent- Nuefliks,2020,TV SERIES,NA,NA,NA,NA,NA
1213. Roar: Tigers of the Sundarbans,2014,MOVIE,2h 3m,5.6,810,NA,"After his photojournalist brother gets killed by a white tigress in the jungles of the Sundarbans, Pandit and his team of commandos enter the prohibited core area of the forest to avenge his death."
1214. Mera Gaon Mera Desh,1971,MOVIE,2h 31m,7.1,389,NA,"When Ajit, a former prisoner, learns of Jabbar who is terrorising the people of his village, he decides to stand up against him. However, things take a turn when Jabbar abducts Ajit's lover."
1215. Tipppsy,2024,MOVIE,1h 55m,8.2,27,NA,"Things go wrong for a group of girl friends who go to Goa, for a bachelorette party."
1216. The Fable,2024,MOVIE,1h 59m,6.9,169,NA,"Dev owns orchards and lives on a sprawling estate. After finding burnt trees Dev monitors workers and Nomads fall under suspicion. Despite night guards, a huge fire engulfs the mountainside. Dev uses violence in his search."
1217. Sasural Simar Ka 2,2021–2023,TV SERIES,NA,4.4,291,NA,"Gitanjali Devi entrusts Simar Bhardwaj with the task of finding an ideal bride for her grandson. Simar's quest ends when she meets her namesake, Simar Narayan, who dreams of making it big as a singer."
1218. Paltan,2018,MOVIE,2h 30m,5.2,1.2K,NA,An action-war drama based on the 1967 Nathu La and Cho La clashes along the Sikkim border after 1962 Sino-Indian War.
1219. Muskaan,2018–2020,TV SERIES,NA,7.3,39,NA,The story is about the struggle of a sex worker and her daughter named Muskaan[1] who faces social ostracism because of her mother's profession.
1220. Molkki,2020–2022,TV SERIES,NA,4.7,297,NA,"A victim of bride buying, a social evil prevalent in India's heartland, Purvi is married off to Virender, who is double her age and a widower with children from his first wife."
1221. Bhabhi,2002–2008,TV SERIES,NA,5.9,34,NA,"The story of Saroj, a bride who finds her life changing drastically the minute she lifts her bridal veil."
1222. Ram Lakhan,1989,MOVIE,2h 54m,6.7,3K,NA,"Ram Lakhan is the story of two brothers who part ways due to their ideological differences, but how they come to each other's rescue as the story unfolds."
1223. Pati Patni Aur Woh,2019,MOVIE,2h 6m,5.8,8.4K,NA,"Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman."
1224. The Aam Aadmi Family,2016–,TV SERIES,NA,8.4,2.3K,NA,"This show revolves around a middle-class Sharma family. There's a gossip-loving grandmother, a hardworking father, a sanskaari mom, and two grown up kids who are dealing with their middle-classness in the best way possible."
1225. Maine Pyar Kiya,1989,MOVIE,3h 12m,7.3,13K,NA,"After Suman's father leaves her in the care of another family while he travels abroad, she falls in love with Prem. However, in order to for them to marry, Prem has to prove to Suman's father that he is not the same as his own dad."
1226. Deewana,1992,MOVIE,3h 5m,6.7,7.5K,NA,"A singer (Rishi Kapoor) marries his biggest fan, but his uncle (Amrish Puri) plans to kill him in order to gain his money."
1227. Bloody Brothers,2022–,TV SERIES,NA,6.2,731,NA,"Driving home late one night, two brothers, Jaggi and Daljeet run over an old man. They put the body back in his house, but when people suspect, the brothers' lives fall apart. They realise they can trust no one. Not even each other."
1228. Barsatein - Mausam Pyaar Ka,2023–2024,TV SERIES,NA,6.3,594,NA,"A sensible and ambitious journalist joins a media company run by a maverick. While united in their passion for honest journalism, their contrasting characters immediately puts them at loggerheads."
1229. Aiyyaa,2012,MOVIE,2h 32m,4.4,2.1K,NA,"A woman goes on the hunt for her dream man, armed with her wild imagination, her passion for Masala-films, and her ultra-sensitive sense of smell."
1230. Down Underdogs,2022,TV SERIES,NA,9.0,452,NA,Cricketers and sports experts analyse India's victory over Australia during the 2020-21 Border-Gavaskar Trophy.
1231. Batla House,2019,MOVIE,2h 26m,7.2,13K,NA,"In 2008, a violent shootout with terror suspects leaves one police officer struggling to hunt down the fugitives and justify the police action."
1232. Candy,2021–,TV SERIES,NA,8.1,15K,NA,"In misty Rudrakund, the brutal murder of a school student pushes troubled teacher Jayant Parekh and cop Ratna Sankhawar to unravel a web of sinister secrets involving rave parties, cold cases, a demon in the woods and a hallucinogen, Candy"
1233. Angoor,1982,MOVIE,2h 11m,8.3,5.9K,NA,"Based on Shakespeare's 'A Comedy of Errors', this is a story of identical twins (2 pairs) and mistaken identities."
1234. Policegiri,2013,MOVIE,2h 21m,4.2,1.6K,NA,DCP Rudra faces a bunch of challenges after he locks horns with a notorious criminal Nagori Subramanium.
1235. May I Come In,2023–,TV SERIES,NA,NA,NA,NA,NA
1236. Aag Ke Sholay,1988,MOVIE,2h 18m,4.6,11,NA,NA
1237. Ek Thi Daayan,2013,MOVIE,2h 15m,5.7,4.6K,NA,"When gifted magician Bobo finds himself assailed by hallucinations and seeks professional help, he learns he's being haunted by a sinister spirit."
1238. Harami,2020,MOVIE,1h 40m,7.4,1.1K,NA,"An orphan teenage pickpocket working in the trains of Mumbai along with his gang, embarks on a life-altering journey when faced by the daughter of one of his victims who's committed suicide after being robbed."
1239. Hazaaron Khwaishein Aisi,2003,MOVIE,2h,7.9,5.3K,NA,"Set in the backdrop of Indian Emergency 1975, the story revolves around 3 friends whose lives changes drastically after the turn of events."
1240. Blind,2023,MOVIE,2h 4m,4.0,6.2K,NA,"When a twist of fate leaves Gia blind, she must summon every ounce of courage to rebuild her life. But when she becomes the sole witness to a heinous crime, she unwittingly enters a deadly game of cat and mouse with a dangerous criminal."
1241. Great Grand Masti,2016,MOVIE,2h 14m,3.7,3.1K,NA,"Amar, Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of, but she slowly turns into their worst nightmare!"
